CATEGORY,CND CODE,LEVEL,BOTTOM LEVEL YES/NO,CATEGORY DESCRIPTION ITALIAN,CND CODE DESCRIPTION ITALIAN,CATEGORY DESCRIPTION,CND CODE DESCRIPTION
W,W0503010201,6,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PROVETTE IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC TUBES"
W,W050301020101,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PROVETTE CON ADDITIVI IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC TUBES WITH ADDITIVES"
W,W050301020102,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PROVETTE SENZA ADDITIVI IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC TUBES WITHOUT ADDITIVES"
W,W050301020180,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PROVETTE IN MATERIALE PLASTICO PER ANALISI - ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC TUBES - ACCESSORIES"
W,W0503010202,6,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MICROPROVETTE E COPPETTE IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC MICROTUBES"
W,W050301020201,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MICROPROVETTE E COPPETTE CON ADDITIVI IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC MICROTUBES WITH ADDITIVES"
W,W050301020202,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MICROPROVETTE E COPPETTE SENZA ADDITIVI IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC MICROTUBES WITHOUT ADDITIVES"
W,W050301020280,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MICROPROVETTE E COPPETTE IN MATERIALE PLASTICO PER ANALISI - ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC MICROTUBES - ACCESSORIES"
W,W0503010203,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CUVETTE IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC CUVETTES"
W,W0503010204,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIASTRE IN MATERIALE PLASTICO PER ANALISI CON MICROMETODICHE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC DISHES FOR MICROTECHNIQUES"
W,W0503010205,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VASI IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC VASES"
W,W0503010206,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,BICCHIERI IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC GLASSES"
W,W0503010207,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,BOTTIGLIE IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC BOTTLES"
W,W0503010208,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TUBI IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC TUBING"
W,W0503010209,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VASCHETTE IN MATERIALE PLASTICO PER ANALISI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC TRAYS"
W,W0503010280,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTENITORI IN MATERIALE PLASTICO PER ANALISI - ALTRI ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC CONTAINERS - OTHER ACCESSORIES"
W,W0503010290,6,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTENITORI IN MATERIALE PLASTICO PER ANALISI - VARI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC CONTAINERS - VARIOUS"
W,W050301029001,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,SEPARATORI DI COMPONENTI EMATICI IN MATERIALE PLASTICO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"BLOOD COMPONENTS SEPARATORS, PLASTIC"
W,W050301029099,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTENITORI IN MATERIALE PLASTICO PER ANALISI - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, PLASTIC CONTAINERS - OTHER"
W,W05030199,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTENITORI PER ANALISI - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SAMPLES ANALYSES, CONTAINERS - OTHER"
W,W050302,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIPETTE E PUNTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PIPETTES AND TIPS
W,W05030201,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIPETTE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PIPETTES
W,W0503020101,6,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIPETTE SIEROLOGICHE E PER DILUIZIONE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,SEROLOGICAL AND DILUTION PIPETTES
W,W050302010101,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIPETTE SIEROLOGICHE E PER DILUIZIONE IN VETRO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SEROLOGICAL AND DILUTION PIPETTES, GLASS"
W,W050302010102,7,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIPETTE SIEROLOGICHE E PER DILUIZIONE IN MATERIALE PLASTICO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"SEROLOGICAL AND DILUTION PIPETTES, PLASTIC"
W,W0503020180,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIPETTE - ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PIPETTES - ACCESSORIES
W,W0503020199,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIPETTE - ALTRE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PIPETTES - OTHER
W,W05030202,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PUNTALI PER PIPETTE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PIPETTE TIPS
W,W0503020201,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PUNTALI PER PIPETTE CON FILTRO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PIPETTE TIPS WITH FILTER
W,W0503020202,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PUNTALI PER PIPETTE SENZA FILTRO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"PIPETTES, TIPS WITHOUT FILTER"
W,W0503020280,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PUNTALI PER PIPETTE - ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"PIPETTES, TIPS - ACCESSORIES"
W,W050303,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER LABORATORIO MICROBIOLOGICO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MICROBIOLOGY DEVICES
W,W05030301,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER COLTURA MICROBIOLOGICA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MICROBIOLOGICAL CULTURE DEVICES
W,W0503030101,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CAPSULE DI PETRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PETRI DISHES
W,W0503030199,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER COLTURA MICROBIOLOGICA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MICROBIOLOGICAL CULTURE DEVICES - OTHER
W,W05030302,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ANSE PER MICROBIOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"MICROBIOLOGICAL CULTURE, LOOPS"
W,W05030380,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER LABORATORIO MICROBIOLOGICO - ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MICROBIOLOGY DEVICES - ACCESSORIES
W,W05030399,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER LABORATORIO MICROBIOLOGICO - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MICROBIOLOGY DEVICES - OTHER
W,W050304,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER COLTURE CELLULARI E TESSUTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CELL AND TISSUE CULTURES DEVICES
W,W05030401,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTENITORI PER COLTURE CELLULARI E TESSUTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, CONTAINERS"
W,W0503040101,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,FIASCHE PER COLTURE CELLULARI E TESSUTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, FLASKS"
W,W0503040102,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PIASTRE PER COLTURE CELLULARI E TESSUTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, DISHES"
W,W0503040103,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,BOTTIGLIE PER COLTURE CELLULARI E TESSUTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, BOTTLES"
W,W0503040104,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PROVETTE PER COLTURE CELLULARI E TESSUTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, TUBES"
W,W0503040105,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISCHI PER COLTURE CELLULARI E TESSUTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, DISKS"
W,W0503040180,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTENITORI PER COLTURE CELLULARI E TESSUTALI - ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, CONTAINERS - ACCESSORIES"
W,W0503040199,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTENITORI PER COLTURE CELLULARI E TESSUTALI - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, CONTAINERS - OTHER"
W,W05030402,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,FILTRI PER COLTURE CELLULARI E TESSUTALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CELL AND TISSUE CULTURES, FILTERS"
W,W05030480,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER COLTURE CELLULARI E TESSUTALI - ALTRI ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CELL AND TISSUE CULTURES DEVICES - OTHER ACCESSORIES
W,W05030499,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER COLTURE CELLULARI E TESSUTALI - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CELL AND TISSUE CULTURES DEVICES - OTHER
W,W050305,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER ANALISI ANATOMOPATOLOGICHE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DEVICES FOR PATHOLOGY TESTS
W,W05030501,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CASSETTE PER INCLUSIONE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"INCLUSION DEVICES, CASSETTES"
W,W05030502,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ANELLI RING PER INCLUSIONE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"INCLUSION DEVICES, RINGS"
W,W05030580,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER ANALISI ANATOMOPATOLOGICHE - ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DEVICES FOR PATOLOGY TESTS - ACCESSORIES
W,W05030599,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER ANALISI ANATOMOPATOLOGICHE - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DEVICES FOR PATOLOGY TESTS - OTHER
W,W050390,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER ANALISI DI CAMPIONI - VARI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DEVICES FOR SAMPLES ANALYSES - VARIOUS
W,W05039001,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER AGITAZIONE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,AGITATION DEVICES
W,W0503900101,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,BACCHETTE PER AGITAZIONE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,AGITATION RODS
W,W0503900102,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ANCORETTE PER AGITAZIONE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,AGITATION ANCHORS
W,W0503900199,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER AGITAZIONE - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,AGITATION DEVICES - OTHER
W,W05039002,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VETRINI PER ANALISI DI CAMPIONI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,SLIDES FOR SAMPLES ANALYSIS
W,W0503900201,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VETRINI PORTAOGGETTO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MICROSCOPE SLIDES
W,W0503900202,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VETRINI COPRIOGGETTO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MICROSCOPE SLIDES COVERSLIP
W,W05039080,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER ANALISI DI CAMPIONI - ALTRI ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DEVICES FOR SAMPLES ANALYSES - OTHER ACCESSORIES
W,W05039099,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI PER ANALISI DI CAMPIONI - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DEVICES FOR SAMPLES ANALYSES - OTHER
W,W0580,3,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI IVD CONSUMABILI DI USO GENERALE - ALTRI ACCESSORI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,IVD GENERAL USE CONSUMABLES DEVICES - OTHER ACCESSORIES
W,W0599,3,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISPOSITIVI IVD CONSUMABILI DI USO GENERALE - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,IVD GENERAL USE CONSUMABLE DEVICES - OTHER
Y,Y,1,NO,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES
Y,Y05,2,NO,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,DISPOSITIVI PER L'APPRENDIMENTO E L'ESERCIZIO DI ABILITA‘ ,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,ABILITIES LEARNING AND TRAINING DEVICES 
Y,Y0501,3,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,DISPOSITIVI PER ADDESTRAMENTO ALLA CONTINENZA (inclusi sistemi di allarme per l'incontinenza),DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,CONTINENCE TRAINING DEVICES (INCLUDING INCONTINENCE ALARM SYSTEMS)
Y,Y0502,3,NO,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,STABILIZZATORI ,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,GAIT TRAINERS
Y,Y050201,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,STABILIZZATORI DEAMBULATORI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,STANDING SUPPORT GAIT TRAINERS
Y,Y050202,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,STABILIZZATORI PER STATICA,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,STANDING FRAMES
Y,Y0503,3,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,DISPOSITIVI PER LA RIEDUCAZIONE DELLA MANO E DELLE DITA,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,HANDS AND FINGERS RE-EDUCATION DEVICES
Y,Y0504,3,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,"DISPOSITIVI PER LA RIEDUCAZIONE DELLE BRACCIA, DEL TRONCO E DELLE GAMBE",DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,"ARMS, TORSO AND LEGS RE-EDUCATION DEVICES"
Y,Y0580,3,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,DISPOSITIVI PER L'APPRENDIMENTO E L'ESERCIZIO DI ABILITA‘ - ACCESSORI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,LEARNING AND TRAINING DEVICES - ACCESSORIES
Y,Y0599,3,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,DISPOSITIVI PER L'APPRENDIMENTO E L'ESERCIZIO DI ABILITA‘ - ALTRI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,LEARNING AND TRAINING DEVICES - OTHER
Y,Y06,2,NO,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,PROTESI E ORTESI (N.T.COD. En Iso 06),DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,EXTERNAL PROSTHESES AND ORTHOSES
Y,Y0603,3,NO,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI SPINALI (N.T.COD. En Iso 0603),DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,SPINE ORTHOSES 
Y,Y060303,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI SACRO-ILIACHE,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,SACROILIAC SPINE ORTHOSES
Y,Y060306,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI TORACO-LOMBARI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,THORACOLUMBAR ORTHOSES
Y,Y060307,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI TORACICHE,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,THORACIC ORTHOSES
Y,Y060308,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI LOMBO-SACRALI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,LUMBOSACRAL SPINE ORTHOSES
Y,Y060309,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI TORACO-LOMBO-SACRALI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,THORACOLUMBOSACRAL SPINE ORTHOSES
Y,Y060312,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI CERVICALI (COLLARI),DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,CERVICAL SPINE ORTHOSES
Y,Y060315,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI CERVICO-TORACICHE,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,CERVICOTHORACIC SPINE ORTHOSES
Y,Y060318,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI CERVICO-TORACO-LOMBO-SACRALI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,CERVICOTHORACOLUMBOSACRAL SPINE ORTHOSES
Y,Y060380,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI SPINALI - ACCESSORI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,SPINAL ORTHOSES - ACCESSORIES
Y,Y060399,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI SPINALI - ALTRE,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,SPINE ORTHOSES - OTHER
Y,Y0604,3,NO,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI ADDOMINALI (N.T. En ISO 0604) ,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,ABDOMINAL ORTHOSES
Y,Y060403,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,SUPPORTI PER MUSCOLI ADDOMINALI,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,ABDOMINAL MUSCLES SUPPORTS
Y,Y060406,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,SUPPORTI PER L’ERNIA ADDOMINALE ,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,ABDOMINAL HERNIA SUPPORTS
Y,Y060499,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI ADDOMINALI - ALTRE ,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,ABDOMINAL ORTHOSES - OTHER
Y,Y0606,3,NO,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI PER ARTO SUPERIORE (docce e tutori) (N.T.COD. En Iso 0606),DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,UPPER EXTREMITY ORTHOSES (SPLINTS AND BRACES) 
Y,Y060603,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI PER DITA,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,FINGERS ORTHOSES
Y,Y060606,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI PER MANO,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,HAND ORTHOSES
Y,Y060609,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI PER POLSO (AVAMBRACCIO),DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,WRIST (FOREARM) ORTHOSES
Y,Y060612,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI PER POLSO-MANO,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,WRIST-HAND ORTHOSES
Y,Y060613,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI PER POLSO-MANO-DITA,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,WRIST-HAND-FINGERS ORTHOSES
Y,Y060615,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI PER GOMITO,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,ELBOW ORTHOSES
Y,Y060618,4,YES,DISPOSITIVI PER PERSONE CON DISABILITA’ NON COMPRESI IN ALTRE CATEGORIE,ORTESI PER GOMITO-POLSO,DEVICES FOR PERSONS WITH DISABILITIES NOT INCLUDED IN OTHER CATEGORIES,ELBOW-WRIST ORTHOSES
